Case #,Date,IUCR,Description,Location Description,Beat,Ward,Latitude,Longitude
HT651136,12/29/2011 1:24,1811,CANNABIS 30GMS OR LESS,STREET,933,16,41.79420977,-87.65935666
HT651138,12/29/2011 1:20,1811,CANNABIS 30GMS OR LESS,STREET,1522,29,41.87653843,-87.75566522
HT651127,12/29/2011 1:07,2027,CRACK,STREET,733,17,41.7649672,-87.65247838
HT651126,12/29/2011 1:00,1811,CANNABIS 30GMS OR LESS,STREET,612,21,41.74683031,-87.66278036
HT651100,12/29/2011 0:50,1811,CANNABIS 30GMS OR LESS,STREET,935,3,41.81325585,-87.63243002
HT651099,12/29/2011 0:23,2027,CRACK,STREET,732,17,41.76261708,-87.64311251
HT651092,12/29/2011 0:10,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2535,26,41.90286161,-87.71668833
HT651098,12/29/2011 0:10,1811,CANNABIS 30GMS OR LESS,ALLEY,735,17,41.76439939,-87.66608699
HT651072,12/28/2011 23:33,2022,COCAINE,STREET,1624,45,41.9580305,-87.75498865
HT651050,12/28/2011 22:50,1811,CANNABIS 30GMS OR LESS,STREET,2424,49,42.01659411,-87.68313379
HT651037,12/28/2011 22:45,2093,FOUND SUSPECT NARCOTICS,STREET,1134,28,41.87380205,-87.70540545
HT651040,12/28/2011 22:45,1811,CANNABIS 30GMS OR LESS,ALLEY,913,12,41.82834792,-87.69626607
HT651035,12/28/2011 22:45,1811,CANNABIS 30GMS OR LESS,STREET,1911,47,41.96146,-87.68595951
HT651021,12/28/2011 22:36,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1412,35,41.93172778,-87.71000843
HT651041,12/28/2011 22:31,1811,CANNABIS 30GMS OR LESS,STREET,421,7,41.75237506,-87.56154497
HT651002,12/28/2011 22:30,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1522,29,41.87920281,-87.76164135
HT651014,12/28/2011 22:30,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1522,29,41.87856437,-87.75634833
HT651038,12/28/2011 22:29,2024,HEROIN(WHITE),OTHER,1122,28,41.88065418,-87.72265979
HT651012,12/28/2011 22:25,1811,CANNABIS 30GMS OR LESS,ALLEY,2424,49,42.01888759,-87.68060062
HT651006,12/28/2011 22:15,2027,CRACK,SIDEWALK,934,16,41.79583872,-87.65264315
HT651029,12/28/2011 22:15,1811,CANNABIS 30GMS OR LESS,STREET,311,20,41.78505858,-87.62887623
HT651018,12/28/2011 21:58,1811,CANNABIS 30GMS OR LESS,STREET,1524,37,41.89245493,-87.76332654
HT650981,12/28/2011 21:57,1811,CANNABIS 30GMS OR LESS,STREET,2433,48,41.99014335,-87.6594235
HT650976,12/28/2011 21:50,1811,CANNABIS 30GMS OR LESS,STREET,831,18,41.76617288,-87.69321595
HT650950,12/28/2011 21:40,1811,CANNABIS 30GMS OR LESS,RESIDENCE-GARAGE,832,17,41.76610225,-87.6821136
HT650996,12/28/2011 21:40,1811,CANNABIS 30GMS OR LESS,STREET,2432,49,42.00540526,-87.66248551
HT650966,12/28/2011 21:30,2028,SYNTHETIC DRUGS,ABANDONED BUILDING,713,16,41.78915155,-87.66067472
HT650938,12/28/2011 21:28,2013,MANU/DELIVER: HEROIN(BRN/TAN),VEHICLE NON-COMMERCIAL,1224,2,41.87162995,-87.67334421
HT650951,12/28/2011 21:20,1811,CANNABIS 30GMS OR LESS,STREET,323,6,41.75864049,-87.60833983
HT650931,12/28/2011 21:19,2024,HEROIN(WHITE),STREET,1121,26,41.90110657,-87.70728689
HT650935,12/28/2011 21:10,1811,CANNABIS 30GMS OR LESS,STREET,1411,1,41.93402308,-87.69177922
HT650975,12/28/2011 21:00,1811,CANNABIS 30GMS OR LESS,RESIDENCE,712,16,41.78938965,-87.65125561
HT650989,12/28/2011 20:27,1812,CANNABIS MORE THAN 30GMS,APARTMENT,1724,33,41.95428262,-87.70299114
HT650901,12/28/2011 20:21,2027,CRACK,STREET,2413,40,41.99154456,-87.68984455
HT650895,12/28/2011 20:20,1811,CANNABIS 30GMS OR LESS,SIDEWALK,623,6,41.7581944,-87.61684795
HT650912,12/28/2011 20:15,2024,HEROIN(WHITE),STREET,111,42,41.88199234,-87.63983527
HT651025,12/28/2011 20:15,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2432,49,42.00368171,-87.67238591
HT650894,12/28/2011 20:10,2027,CRACK,STREET,835,18,41.74630373,-87.68143425
HT650854,12/28/2011 20:00,1811,CANNABIS 30GMS OR LESS,SIDEWALK,726,15,41.77303393,-87.67147448
HT650856,12/28/2011 19:53,1811,CANNABIS 30GMS OR LESS,SIDEWALK,524,34,41.67910234,-87.64546259
HT650958,12/28/2011 19:48,2014,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,1121,27,41.89171701,-87.71307503
HT650841,12/28/2011 19:41,1811,CANNABIS 30GMS OR LESS,SIDEWALK,422,7,41.75136607,-87.5539564
HT650838,12/28/2011 19:20,2017,MANU/DELIVER:CRACK,STREET,2514,31,41.93301408,-87.7643033
HT650840,12/28/2011 19:20,2024,HEROIN(WHITE),STREET,2513,29,41.9093503,-87.77656349
HT650900,12/28/2011 19:19,2024,HEROIN(WHITE),RESIDENCE,1524,37,41.89167735,-87.76037688
HT650813,12/28/2011 19:15,1811,CANNABIS 30GMS OR LESS,CTA BUS STOP,1134,28,41.87725592,-87.71074
HT650832,12/28/2011 19:15,1811,CANNABIS 30GMS OR LESS,STREET,311,20,41.78397641,-87.6207189
HT650770,12/28/2011 18:57,2027,CRACK,ALLEY,531,9,41.69264981,-87.6112489
HT650815,12/28/2011 18:55,2024,HEROIN(WHITE),SIDEWALK,1011,24,41.86286234,-87.73133507
HT650748,12/28/2011 18:45,1811,CANNABIS 30GMS OR LESS,STREET,414,7,41.75286037,-87.5663987
HT650759,12/28/2011 18:34,2021,BARBITUATES,SIDEWALK,1115,28,41.8808,-87.72843467
HT650741,12/28/2011 18:30,1811,CANNABIS 30GMS OR LESS,SIDEWALK,334,7,41.76360278,-87.56125648
HT650772,12/28/2011 18:00,2024,HEROIN(WHITE),SIDEWALK,733,6,41.76576817,-87.64550534
HT650707,12/28/2011 17:20,1811,CANNABIS 30GMS OR LESS,STREET,1123,28,41.87736824,-87.71222605
HT650735,12/28/2011 16:53,2027,CRACK,RESIDENCE,724,17,41.77010934,-87.65561326
HT650618,12/28/2011 16:45,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1231,2,41.86238167,-87.65914415
HT650651,12/28/2011 16:38,1811,CANNABIS 30GMS OR LESS,STREET,513,34,41.69968548,-87.62345555
HT650744,12/28/2011 16:25,2027,CRACK,GOVERNMENT BUILDING/PROPERTY,2112,4,41.8421383,-87.62023539
HT650570,12/28/2011 16:19,1811,CANNABIS 30GMS OR LESS,STREET,1133,28,41.87681123,-87.71122534
HT650528,12/28/2011 16:10,2027,CRACK,CTA BUS STOP,723,6,41.76912038,-87.64436981
HT650596,12/28/2011 16:00,2014,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,1121,27,41.89353738,-87.71426579
HT650509,12/28/2011 15:50,1811,CANNABIS 30GMS OR LESS,SIDEWALK,733,6,41.76347544,-87.64529891
HT650489,12/28/2011 15:30,2024,HEROIN(WHITE),SIDEWALK,832,17,41.76966414,-87.68352923
HT650513,12/28/2011 15:20,2027,CRACK,STREET,933,16,41.80406029,-87.65584243
HT650486,12/28/2011 15:10,1821,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,1522,29,41.87854018,-87.75808908
HT650485,12/28/2011 15:08,2027,CRACK,SIDEWALK,632,8,41.73985748,-87.60384646
HT650558,12/28/2011 15:07,1811,CANNABIS 30GMS OR LESS,APARTMENT,411,8,41.75284702,-87.59323634
HT650467,12/28/2011 15:00,2027,CRACK,PARKING LOT/GARAGE(NON.RESID.),2311,46,41.96407446,-87.65679353
HT650427,12/28/2011 14:50,1811,CANNABIS 30GMS OR LESS,ALLEY,2112,2,41.83233427,-87.62043228
HT650462,12/28/2011 14:45,1811,CANNABIS 30GMS OR LESS,STREET,1932,44,41.93672707,-87.64823979
HT650416,12/28/2011 14:40,1811,CANNABIS 30GMS OR LESS,STREET,2112,2,41.8312419,-87.62040771
HT650408,12/28/2011 14:15,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1011,24,41.86279741,-87.73256183
HT650347,12/28/2011 14:00,1811,CANNABIS 30GMS OR LESS,GAS STATION,1531,37,41.89505153,-87.75520091
HT650384,12/28/2011 13:46,1812,CANNABIS MORE THAN 30GMS,STREET,323,6,41.75838943,-87.62217856
HT650335,12/28/2011 13:40,1811,CANNABIS 30GMS OR LESS,SIDEWALK,723,6,41.77290534,-87.64446495
HT650331,12/28/2011 13:40,1811,CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),2233,34,41.69247284,-87.64136585
HT650387,12/28/2011 13:30,2093,FOUND SUSPECT NARCOTICS,RESIDENTIAL YARD (FRONT/BACK),1113,28,41.88442771,-87.73784939
HT650309,12/28/2011 13:15,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1532,28,41.88456558,-87.74650752
HT650314,12/28/2011 12:50,2170,POSSESSION OF DRUG EQUIPMENT,STREET,1332,2,41.88127696,-87.68605343
HT650248,12/28/2011 12:45,1811,CANNABIS 30GMS OR LESS,STREET,723,6,41.77228679,-87.64474284
HT650265,12/28/2011 12:40,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2533,37,41.91057581,-87.7519638
HT650233,12/28/2011 12:30,1811,CANNABIS 30GMS OR LESS,STREET,1532,28,41.88584427,-87.74594495
HT650238,12/28/2011 12:30,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1331,2,41.88119114,-87.69573043
HT650250,12/28/2011 12:27,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1523,28,41.8829238,-87.75775231
HT650226,12/28/2011 12:20,1811,CANNABIS 30GMS OR LESS,STREET,824,16,41.78567821,-87.69006661
HT650359,12/28/2011 12:17,1811,CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,1021,24,41.86464808,-87.70858252
HT650222,12/28/2011 12:15,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2311,46,41.96549858,-87.65817204
HT650186,12/28/2011 12:08,2027,CRACK,SIDEWALK,2535,27,41.90306014,-87.72251245
HT650193,12/28/2011 11:50,1811,CANNABIS 30GMS OR LESS,SIDEWALK,631,8,41.74752473,-87.60422506
HT650200,12/28/2011 11:42,1811,CANNABIS 30GMS OR LESS,STREET,632,8,41.73688404,-87.60104424
HT650143,12/28/2011 11:37,2014,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,1133,24,41.87183271,-87.71725102
HT650157,12/28/2011 11:31,1811,CANNABIS 30GMS OR LESS,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,1651,41,41.97748978,-87.90674175
HT650126,12/28/2011 11:00,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1523,28,41.885882,-87.75663872
HT650104,12/28/2011 10:45,2024,HEROIN(WHITE),SIDEWALK,1423,26,41.90856014,-87.70682465
HT650079,12/28/2011 10:29,1811,CANNABIS 30GMS OR LESS,STREET,112,42,41.88185767,-87.63166977
HT650048,12/28/2011 10:15,2014,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,1014,24,41.85919298,-87.71628577
HT650060,12/28/2011 10:00,2024,HEROIN(WHITE),VACANT LOT/LAND,1123,28,41.87969014,-87.71176659
HT650024,12/28/2011 9:54,1811,CANNABIS 30GMS OR LESS,ALLEY,723,6,41.7727692,-87.64053649
HT650039,12/28/2011 9:44,2024,HEROIN(WHITE),STREET,1031,22,41.84420681,-87.71940252
HT650005,12/28/2011 8:15,1811,CANNABIS 30GMS OR LESS,STREET,1121,27,41.89510462,-87.71279249
HT649961,12/28/2011 8:14,1811,CANNABIS 30GMS OR LESS,STREET,732,6,41.76712462,-87.6442592
HT650013,12/28/2011 6:00,1812,CANNABIS MORE THAN 30GMS,POLICE FACILITY/VEH PARKING LOT,1134,24,41.8682851,-87.709755
HT649882,12/28/2011 3:50,2017,MANU/DELIVER:CRACK,STREET,1723,33,41.9682675,-87.71568656
HT649838,12/28/2011 1:30,1811,CANNABIS 30GMS OR LESS,STREET,321,20,41.77504002,-87.60741096
HT649831,12/28/2011 1:20,1811,CANNABIS 30GMS OR LESS,SIDEWALK,832,15,41.77541436,-87.68369116
HT650306,12/28/2011 1:13,1822,MANU/DEL:CANNABIS OVER 10 GMS,SIDEWALK,723,16,41.77282201,-87.64475545
HT649808,12/28/2011 0:45,2024,HEROIN(WHITE),APARTMENT,1115,28,41.87963214,-87.72709803
HT649804,12/28/2011 0:45,2027,CRACK,STREET,1123,28,41.88647586,-87.71009963
HT649797,12/28/2011 0:33,2027,CRACK,STREET,311,20,41.78495453,-87.62668105
HT649799,12/28/2011 0:30,1811,CANNABIS 30GMS OR LESS,STREET,2223,21,41.71918127,-87.64329913
HT649843,12/28/2011 0:01,1822,MANU/DEL:CANNABIS OVER 10 GMS,HOTEL/MOTEL,1831,42,41.88963405,-87.62974469
HT649767,12/27/2011 23:35,1811,CANNABIS 30GMS OR LESS,ALLEY,2331,44,41.94259099,-87.65000383
HT649781,12/27/2011 23:35,2027,CRACK,ALLEY,2532,37,41.90959993,-87.75652815
HT649779,12/27/2011 23:33,2024,HEROIN(WHITE),STREET,831,18,41.76770425,-87.68929679
HT649747,12/27/2011 23:22,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1723,39,41.96331568,-87.72314695
HT649762,12/27/2011 23:11,1811,CANNABIS 30GMS OR LESS,STREET,421,7,41.75196339,-87.55706056
HT649742,12/27/2011 22:50,1811,CANNABIS 30GMS OR LESS,STREET,631,8,41.74929704,-87.6028491
HT649714,12/27/2011 22:45,1812,CANNABIS MORE THAN 30GMS,STREET,2514,31,41.93150915,-87.76242403
HT649716,12/27/2011 22:36,2027,CRACK,STREET,511,9,41.70819164,-87.62280897
HT649701,12/27/2011 22:30,1811,CANNABIS 30GMS OR LESS,STREET,1632,36,41.93836526,-87.78977799
HT649718,12/27/2011 22:30,1811,CANNABIS 30GMS OR LESS,STREET,2313,46,41.96531285,-87.65552658
HT649692,12/27/2011 22:27,1811,CANNABIS 30GMS OR LESS,SIDEWALK,835,18,41.74675497,-87.69483803
HT649687,12/27/2011 22:20,1811,CANNABIS 30GMS OR LESS,SIDEWALK,713,16,41.78111165,-87.66411354
HT649689,12/27/2011 22:19,2027,CRACK,SIDEWALK,432,10,41.70445177,-87.53472245
HT649697,12/27/2011 22:09,2024,HEROIN(WHITE),ALLEY,1022,24,41.85474249,-87.70427416
HT649722,12/27/2011 21:49,1811,CANNABIS 30GMS OR LESS,APARTMENT,434,10,41.69899929,-87.56211394
HT649626,12/27/2011 21:12,1811,CANNABIS 30GMS OR LESS,STREET,1331,2,41.88116875,-87.6961456
HT649620,12/27/2011 21:08,1811,CANNABIS 30GMS OR LESS,SIDEWALK,922,11,41.83426205,-87.66728099
HT649674,12/27/2011 21:02,2027,CRACK,RESIDENCE,1022,24,41.86016669,-87.70656307
HT649614,12/27/2011 21:00,2022,COCAINE,STREET,2511,29,41.93374753,-87.77620435
HT649575,12/27/2011 20:37,2025,HALLUCINOGENS,SIDEWALK,513,34,41.69968548,-87.62345555
HT649599,12/27/2011 20:36,1811,CANNABIS 30GMS OR LESS,SIDEWALK,421,7,41.75259517,-87.56367525
HT649611,12/27/2011 20:35,1811,CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,611,17,41.75051672,-87.66480155
HT649573,12/27/2011 20:10,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2311,46,41.96549513,-87.65851772
HT649602,12/27/2011 20:05,2027,CRACK,STREET,1823,27,41.89805442,-87.64166336
HT649541,12/27/2011 20:00,1811,CANNABIS 30GMS OR LESS,STREET,2521,31,41.92429815,-87.75003132
HT649655,12/27/2011 19:53,2024,HEROIN(WHITE),RESIDENCE,1524,37,41.89386685,-87.76194767
HT649530,12/27/2011 19:50,1811,CANNABIS 30GMS OR LESS,STREET,2512,29,41.92159882,-87.7818879
HT649526,12/27/2011 19:40,2027,CRACK,VACANT LOT/LAND,1533,28,41.87688545,-87.7456341
HT649568,12/27/2011 19:40,1811,CANNABIS 30GMS OR LESS,SIDEWALK,411,8,41.75058935,-87.59167179
HT649540,12/27/2011 19:38,2024,HEROIN(WHITE),STREET,2525,30,41.91736188,-87.72642509
HT649536,12/27/2011 19:10,2024,HEROIN(WHITE),SIDEWALK,1011,24,41.86311881,-87.73104999
HT649483,12/27/2011 18:55,1812,CANNABIS MORE THAN 30GMS,SIDEWALK,1135,2,41.8718767,-87.6946591
HT649491,12/27/2011 18:45,2027,CRACK,STREET,1513,29,41.880571,-87.77309353
HT649565,12/27/2011 18:42,2014,MANU/DELIVER: HEROIN (WHITE),RESIDENCE,933,16,41.80024725,-87.65609898
HT649470,12/27/2011 18:41,1811,CANNABIS 30GMS OR LESS,GAS STATION,522,34,41.69249132,-87.62324906
HT649461,12/27/2011 18:40,1811,CANNABIS 30GMS OR LESS,ALLEY,823,15,41.7791492,-87.6983921
HT649434,12/27/2011 18:15,2024,HEROIN(WHITE),STREET,732,6,41.76376542,-87.64422917
HT649463,12/27/2011 18:09,1811,CANNABIS 30GMS OR LESS,PARK PROPERTY,831,18,41.77079112,-87.6970925
HT649399,12/27/2011 17:54,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1512,29,41.88341274,-87.7700207
HT649365,12/27/2011 17:35,1812,CANNABIS MORE THAN 30GMS,STREET,523,34,41.67601465,-87.62954684
HT649379,12/27/2011 17:30,1811,CANNABIS 30GMS OR LESS,STREET,624,6,41.75097257,-87.61264788
HT649338,12/27/2011 16:47,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1512,29,41.88946543,-87.76533634
HT649283,12/27/2011 16:30,1811,CANNABIS 30GMS OR LESS,OTHER,1522,29,41.87921474,-87.75908183
HT649277,12/27/2011 16:30,1811,CANNABIS 30GMS OR LESS,STREET,1522,29,41.87457292,-87.7549963
HT649314,12/27/2011 16:01,1811,CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,2423,49,42.01264485,-87.66774501
HT649348,12/27/2011 15:50,2027,CRACK,APARTMENT,722,6,41.7713276,-87.62687829
HT649234,12/27/2011 15:50,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2535,27,41.9037602,-87.72618658
HT649242,12/27/2011 15:50,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1422,35,41.91670983,-87.7117492
HT649212,12/27/2011 15:48,1811,CANNABIS 30GMS OR LESS,ABANDONED BUILDING,715,15,41.78916177,-87.67188798
HT649247,12/27/2011 15:47,1811,CANNABIS 30GMS OR LESS,GAS STATION,632,6,41.73612251,-87.62401438
HT649220,12/27/2011 15:40,1822,MANU/DEL:CANNABIS OVER 10 GMS,SIDEWALK,1533,28,41.87937763,-87.7462502
HT649208,12/27/2011 15:11,2027,CRACK,SIDEWALK,1122,28,41.87962369,-87.72085193
HT649345,12/27/2011 15:05,2027,CRACK,RESIDENCE,731,6,41.76348038,-87.62667114
HT649163,12/27/2011 15:02,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1121,27,41.89349354,-87.71123243
HT649186,12/27/2011 14:41,2170,POSSESSION OF DRUG EQUIPMENT,ALLEY,1231,2,41.86493381,-87.66619178
HT649159,12/27/2011 14:37,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2311,46,41.96690614,-87.65860211
HT649119,12/27/2011 14:20,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1532,28,41.88585071,-87.74559601
HT649138,12/27/2011 14:20,1811,CANNABIS 30GMS OR LESS,ALLEY,1422,26,41.91484449,-87.71493436
HT649128,12/27/2011 14:15,2170,POSSESSION OF DRUG EQUIPMENT,STREET,511,21,41.72122289,-87.628801
HT649114,12/27/2011 14:10,2092,SOLICIT NARCOTICS ON PUBLICWAY,OTHER,1522,29,41.87834068,-87.75661472
HT649122,12/27/2011 14:00,2027,CRACK,SIDEWALK,624,6,41.75834772,-87.6124041
HT649095,12/27/2011 13:55,1811,CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,2232,34,41.71410552,-87.64259159
HT649070,12/27/2011 13:30,1811,CANNABIS 30GMS OR LESS,OTHER,323,6,41.75990086,-87.61501102
HT649090,12/27/2011 13:10,1821,MANU/DEL:CANNABIS 10GM OR LESS,OTHER,234,20,41.78995621,-87.61762745
HT649010,12/27/2011 13:00,2027,CRACK,SIDEWALK,213,4,41.81691389,-87.60723541
HT648948,12/27/2011 12:38,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1511,29,41.89472016,-87.7669022
HT648969,12/27/2011 12:37,1822,MANU/DEL:CANNABIS OVER 10 GMS,SIDEWALK,1511,29,41.90190658,-87.77402743
HT648956,12/27/2011 12:30,2170,POSSESSION OF DRUG EQUIPMENT,ALLEY,213,4,41.81828294,-87.61153416
HT648977,12/27/2011 12:30,2024,HEROIN(WHITE),SIDEWALK,1112,27,41.89659966,-87.72138028
HT648941,12/27/2011 12:20,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2313,46,41.96534476,-87.65303325
HT648917,12/27/2011 12:20,2024,HEROIN(WHITE),ALLEY,934,16,41.79848287,-87.65149293
HT648958,12/27/2011 12:18,2024,HEROIN(WHITE),ALLEY,1115,28,41.88189622,-87.72867404
HT648927,12/27/2011 12:05,1811,CANNABIS 30GMS OR LESS,SIDEWALK,832,18,41.76452462,-87.68703399
HT648925,12/27/2011 12:00,1811,CANNABIS 30GMS OR LESS,STREET,222,3,41.80945865,-87.61876392
HT648965,12/27/2011 11:50,1811,CANNABIS 30GMS OR LESS,STREET,1622,45,41.97428413,-87.77713833
HT648967,12/27/2011 11:50,1811,CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),511,8,41.71240328,-87.6051312
HT648905,12/27/2011 11:45,2014,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,1522,29,41.8736981,-87.75729902
HT649003,12/27/2011 11:43,2017,MANU/DELIVER:CRACK,RESIDENCE,714,15,41.7843151,-87.6666212
HT648870,12/27/2011 11:31,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1522,29,41.87924949,-87.75779997
HT648881,12/27/2011 11:30,1811,CANNABIS 30GMS OR LESS,STREET,823,15,41.78180085,-87.70399765
HT648911,12/27/2011 11:28,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1211,2,41.87770752,-87.68619961
HT648845,12/27/2011 11:15,1811,CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),2232,34,41.71397436,-87.64314239
HT648838,12/27/2011 10:50,2027,CRACK,ALLEY,531,9,41.68957215,-87.62116132
HT648831,12/27/2011 10:41,1811,CANNABIS 30GMS OR LESS,SIDEWALK,411,8,41.74836685,-87.59556716
HT648768,12/27/2011 10:31,1811,CANNABIS 30GMS OR LESS,SIDEWALK,421,7,41.7523913,-87.5639672
HT648836,12/27/2011 10:30,2014,MANU/DELIVER: HEROIN (WHITE),STREET,1112,27,41.89427708,-87.72223253
HT648793,12/27/2011 10:30,2093,FOUND SUSPECT NARCOTICS,GOVERNMENT BUILDING/PROPERTY,1654,41,41.95378797,-87.90747703
HT648776,12/27/2011 10:28,2014,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,1131,24,41.87143807,-87.73552468
HT648893,12/27/2011 10:21,2024,HEROIN(WHITE),APARTMENT,2532,37,41.91040918,-87.76195814
HT648733,12/27/2011 9:38,2027,CRACK,STREET,1532,28,41.88793988,-87.75059723
HT648794,12/27/2011 8:00,1812,CANNABIS MORE THAN 30GMS,POLICE FACILITY/VEH PARKING LOT,1134,24,41.8682851,-87.709755
HT648819,12/27/2011 8:00,2093,FOUND SUSPECT NARCOTICS,GOVERNMENT BUILDING/PROPERTY,1654,41,41.95378797,-87.90747703
HT648803,12/27/2011 6:00,2093,FOUND SUSPECT NARCOTICS,GOVERNMENT BUILDING/PROPERTY,1654,41,41.95378797,-87.90747703
HT648596,12/27/2011 4:24,2027,CRACK,STREET,234,3,41.79550414,-87.61614651
HT648549,12/27/2011 2:20,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2332,44,41.94166675,-87.64917566
HT648525,12/27/2011 1:20,1811,CANNABIS 30GMS OR LESS,GAS STATION,912,12,41.82206174,-87.691016
HT648515,12/27/2011 0:30,2027,CRACK,RESIDENCE PORCH/HALLWAY,1115,28,41.87977152,-87.73378357
HT648487,12/27/2011 0:00,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2331,44,41.94536351,-87.64968751
HT648478,12/26/2011 23:45,1811,CANNABIS 30GMS OR LESS,STREET,2511,36,41.93461079,-87.79728895
HT648457,12/26/2011 23:40,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1331,2,41.88208544,-87.69616587
HT648480,12/26/2011 23:35,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1522,29,41.87834652,-87.75613731
HT648446,12/26/2011 23:18,1812,CANNABIS MORE THAN 30GMS,SIDEWALK,2423,49,42.01400828,-87.66672621
HT648454,12/26/2011 23:14,2027,CRACK,SIDEWALK,522,34,41.68354285,-87.62783571
HT648452,12/26/2011 22:32,1811,CANNABIS 30GMS OR LESS,STREET,2411,49,42.01937582,-87.68491606
HT648391,12/26/2011 22:27,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1823,27,41.89946708,-87.64201543
HT648424,12/26/2011 22:24,1812,CANNABIS MORE THAN 30GMS,STREET,1122,27,41.88936142,-87.72209575
HT648415,12/26/2011 22:17,2093,FOUND SUSPECT NARCOTICS,ALLEY,1513,29,41.87876923,-87.76496105
HT648361,12/26/2011 22:10,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1532,28,41.88430483,-87.74649889
HT648404,12/26/2011 22:10,2027,CRACK,SIDEWALK,522,34,41.68242192,-87.62540252
HT648368,12/26/2011 22:10,1811,CANNABIS 30GMS OR LESS,STREET,432,10,41.69742878,-87.54222055
HT648366,12/26/2011 22:07,1811,CANNABIS 30GMS OR LESS,STREET,1832,42,41.89820162,-87.63289769
HT648365,12/26/2011 22:00,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1121,27,41.89343749,-87.71152313
HT648432,12/26/2011 21:58,1811,CANNABIS 30GMS OR LESS,APARTMENT,812,13,41.7813087,-87.76322668
HT648392,12/26/2011 21:53,2024,HEROIN(WHITE),SIDEWALK,1122,28,41.88244552,-87.72099023
HT648352,12/26/2011 21:40,1811,CANNABIS 30GMS OR LESS,ALLEY,913,12,41.82485653,-87.70461082
HT648381,12/26/2011 21:40,1811,CANNABIS 30GMS OR LESS,CTA GARAGE / OTHER PROPERTY,1513,29,41.87227792,-87.7647285
HT648356,12/26/2011 21:38,1811,CANNABIS 30GMS OR LESS,STREET,424,7,41.74573936,-87.54778029
HT648367,12/26/2011 21:30,1811,CANNABIS 30GMS OR LESS,ALLEY,914,12,41.82236928,-87.68957843
HT648319,12/26/2011 21:25,1811,CANNABIS 30GMS OR LESS,SIDEWALK,322,6,41.76589181,-87.61109535
HT648345,12/26/2011 21:25,2024,HEROIN(WHITE),STREET,1524,37,41.89839766,-87.76416994
HT648310,12/26/2011 21:15,1811,CANNABIS 30GMS OR LESS,GAS STATION,2514,30,41.93118708,-87.76609825
HT648314,12/26/2011 21:15,1811,CANNABIS 30GMS OR LESS,STREET,313,20,41.78255676,-87.61222464
HT648330,12/26/2011 21:15,1822,MANU/DEL:CANNABIS OVER 10 GMS,STREET,1412,35,41.93920976,-87.70871899
HT648326,12/26/2011 21:00,2024,HEROIN(WHITE),STREET,323,6,41.76542744,-87.62022775
